"National Provider Number (NPI)"	"Provider Name Prefix"	"First Name of Provider"	"Middle Initial of Provider"	"Last Name of Provider"	"Suffix of Provider"	"Physician / Non-Physician"	"Specialty Type  (area of medicine)"	"Street Address"	"Street Address 2"	"City"	"State"	"County"	"Zip"	"Network IDs"	"FIPS Code"	"ProvDirIND01of0218973IA252D20140722T115902"
"4764"	"1566967637"	NA	"RANDOLPH"	NA	"BLAKELY"	NA	"Non-Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"Zion"	"IL"	"countyb"	"60099"	"MIN003"	"25002"	NA
"4765"	"1901621286"	NA	"GREG"	NA	"JOHNSON"	NA	"Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"Newark"	"DE"	"countyb"	"19711"	"MIN003"	"13006"	NA
"4766"	"1343715767"	NA	"GREG"	NA	"BLAKE"	NA	"Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"Strabane"	"PA"	"countyb"	"15363"	"NEN001"	"13006"	NA
"4767"	"1636221726"	NA	"EDWARD"	NA	"ABEURISHAL"	NA	"Non-Physician"	"028 Podiatrist"	"250 W 9TH ST"	NA	"Cheshire"	"OR"	"countya"	"97419"	"NEN001"	"15004"	NA
"4768"	"1313769463"	NA	"GREG"	NA	"BLAKE"	NA	"Non-Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"Notus"	"ID"	"countya"	"83656"	"MIN003"	"15004"	NA
"4769"	"1867170177"	NA	"EDWARD"	NA	"JOHNSON"	NA	"Physician"	"018 Nephrology"	"250 W 9TH ST"	NA	"Portland"	"OR"	"countyb"	"97214"	"MIN003"	"25002"	NA
"4770"	"1619276464"	NA	"GEANA"	NA	"ACUNA-001"	NA	"Physician"	"062 Heart/Lung Transplant Program"	"250 W 9TH ST"	NA	"Denton"	"TX"	"countya"	"76207"	"MIN003"	"25002"	NA
"4771"	"1070916312"	NA	"PRESTON"	NA	"BLAKELY"	NA	"Non-Physician"	"030 Pulmonary Disease"	"250 W 9TH ST"	NA	"Charlton Depot"	"MA"	"countyb"	"01509"	"MIN003"	"25002"	NA
"4772"	"1669814625"	NA	"CALLIS"	NA	"OBLAICH"	NA	"Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Ogden"	"UT"	"countya"	"84414"	"NEN001"	"25002"	NA
"4773"	"1983651594"	NA	"CALLIS"	NA	"BLAKELY"	NA	"Non-Physician"	"062 Heart/Lung Transplant Program"	"250 W 9TH ST"	NA	"Kent"	"OH"	"countya"	"44240"	"MIN003"	"13006"	NA
"4774"	"1561677559"	NA	"PRESTON"	NA	"BLAKELY"	NA	"Non-Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Edelstein"	"IL"	"countya"	"61526"	"MIN003"	"13006"	NA
"4775"	"1003097826"	NA	"RANDOLPH"	NA	"JOHNSON"	NA	"Non-Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"Huguenot"	"NY"	"countyb"	"12746"	"MIN003"	"15004"	NA
"4776"	"1649271956"	NA	"TERALIN"	NA	"ABEURISHAL"	NA	"Physician"	"030 Pulmonary Disease"	"250 W 9TH ST"	NA	"Ridgecrest"	"NC"	"countyb"	"28770"	"MIN003"	"25002"	NA
"4777"	"1561990374"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Non-Physician"	"057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology"	"250 W 9TH ST"	NA	"Courtland"	"AL"	"countyb"	"35618"	"MIN003"	"25002"	NA
"4778"	"1027997008"	NA	"RANDOLPH"	NA	"ABEURISHAL"	NA	"Non-Physician"	"Pharmacy"	"250 W 9TH ST"	NA	"Barnard"	"MO"	"countya"	"64423"	"NEN001"	"13006"	NA
"4779"	"1804354282"	NA	"GEANA"	NA	"JOHNSON"	NA	"Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"McAllister"	"MT"	"countya"	"59740"	"NEN001"	"15004"	NA
"4780"	"1304258058"	NA	"EDWARD"	NA	"OBLAICH"	NA	"Non-Physician"	"005 Primary Care – Physician Assistant"	"250 W 9TH ST"	NA	"Pembroke Pines"	"FL"	"countyb"	"33028"	"NEN001"	"15004"	NA
"4781"	"1023024097"	NA	"GREG"	NA	"OBLAICH"	NA	"Non-Physician"	"019 Neurology"	"250 W 9TH ST"	NA	"Kirk"	"CO"	"countyb"	"80824"	"NEN001"	"15004"	NA
"4782"	"1531900007"	NA	"GREG"	NA	"ACUNA-001"	NA	"Non-Physician"	"007 Allergy and Immunology"	"250 W 9TH ST"	NA	"Denton"	"TX"	"countya"	"76208"	"NEN001"	"13006"	NA
"4783"	"1154292822"	NA	"GEANA"	NA	"ADAMSON"	NA	"Non-Physician"	"042 Cardiac Catheterization Services"	"250 W 9TH ST"	NA	"Dpo"	"AE"	"countya"	"09723"	"MIN003"	"13006"	NA
"4784"	"1689842798"	NA	"GEANA"	NA	"ABEURISHAL"	NA	"Physician"	"057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology"	"250 W 9TH ST"	NA	"Helena"	"MT"	"countya"	"59601"	"MIN003"	"13006"	NA
"4785"	"1847153527"	NA	"RANDOLPH"	NA	"ABEURISHAL"	NA	"Non-Physician"	"002 Family Medicine"	"250 W 9TH ST"	NA	"Carson"	"MS"	"countyb"	"39427"	"NEN001"	"25002"	NA
"4786"	"1079368238"	NA	"DARELL"	NA	"ABEURISHAL"	NA	"Non-Physician"	"017 Infectious Diseases"	"250 W 9TH ST"	NA	"Harrington"	"DE"	"countyb"	"19952"	"NEN001"	"15004"	NA
"4787"	"1102277860"	NA	"EDWARD"	NA	"ACUNA-001"	NA	"Non-Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"Cave In Rock"	"IL"	"countyb"	"62919"	"NEN001"	"25002"	NA
"4788"	"1480880181"	NA	"RANDOLPH"	NA	"JOHNSON"	NA	"Physician"	"045 Surgical Services (Ambulatory Surgical Centers/Outpatient)"	"250 W 9TH ST"	NA	"Richfield"	"KS"	"countya"	"67953"	"NEN001"	"13006"	NA
"4789"	"1721500689"	NA	"GEANA"	NA	"ADAMSON"	NA	"Physician"	"066 Lung Transplant Program"	"250 W 9TH ST"	NA	"Shreveport"	"LA"	"countya"	"71152"	"MIN003"	"13006"	NA
"4790"	"1210693613"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Bryant"	"IA"	"countya"	"52727"	"NEN001"	"25002"	NA
"4791"	"1364767447"	NA	"EDWARD"	NA	"OBLAICH"	NA	"Non-Physician"	"061 Heart Transplant Program"	"250 W 9TH ST"	NA	"Rock Falls"	"WI"	"countya"	"54764"	"MIN003"	"25002"	NA
"4792"	"1587483389"	NA	"TRAISURE"	NA	"BLAKELY"	NA	"Physician"	"005 Primary Care – Physician Assistant"	"250 W 9TH ST"	NA	"Keslers Cross Lanes"	"WV"	"countyb"	"26675"	"NEN001"	"15004"	NA
"4793"	"1368585895"	NA	"GEANA"	NA	"BLAKELY"	NA	"Physician"	"056 Durable Medical Equipment"	"250 W 9TH ST"	NA	"West Jordan"	"UT"	"countyb"	"84084"	"MIN003"	"13006"	NA
"4794"	"1472411662"	NA	"GEANA"	NA	"ACEMAN"	NA	"Non-Physician"	"040 General Acute Care Hospital"	"250 W 9TH ST"	NA	"Long Beach"	"CA"	"countyb"	"90802"	"NEN001"	"25002"	NA
"4795"	"1628416969"	NA	"TRAISURE"	NA	"ADAMSON"	NA	"Physician"	"055 Home Health"	"250 W 9TH ST"	NA	"Odessa"	"FL"	"countya"	"33556"	"NEN001"	"13006"	NA
"4796"	"1615799005"	NA	"CALLIS"	NA	"ADAMSON"	NA	"Non-Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"College Park"	"MD"	"countyb"	"20741"	"MIN003"	"13006"	NA
"4797"	"1525262251"	NA	"RANDOLPH"	NA	"BLAKELY"	NA	"Non-Physician"	"035 Cardiothoracic Surgery"	"250 W 9TH ST"	NA	"Osawatomie"	"KS"	"countyb"	"66064"	"MIN003"	"13006"	NA
"4798"	"1587393389"	NA	"TRAISURE"	NA	"ACEMAN"	NA	"Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Miami"	"FL"	"countya"	"33130"	"NEN001"	"15004"	NA
"4799"	"1524155684"	NA	"PRESTON"	NA	"BLAKE"	NA	"Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Jamaica"	"NY"	"countya"	"11433"	"MIN003"	"15004"	NA
"4800"	"1121620323"	NA	"PRESTON"	NA	"BLAKE"	NA	"Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Floweree"	"MT"	"countyb"	"59440"	"NEN001"	"25002"	NA
"4801"	"1159555896"	NA	"DARELL"	NA	"ACEMAN"	NA	"Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Terlingua"	"TX"	"countyb"	"79852"	"NEN001"	"13006"	NA
"4802"	"1406128514"	NA	"TRAISURE"	NA	"JOHNSON"	NA	"Non-Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"Washington"	"DC"	"countyb"	"20066"	"MIN003"	"13006"	NA
"4803"	"1635296158"	NA	"PRESTON"	NA	"ABEURISHAL"	NA	"Non-Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Terre Haute"	"IN"	"countyb"	"47807"	"MIN003"	"13006"	NA
"4804"	"1742889478"	NA	"TERALIN"	NA	"ABEURISHAL"	NA	"Non-Physician"	"040 General Acute Care Hospital"	"250 W 9TH ST"	NA	"Sandy Hook"	"VA"	"countya"	"23153"	"MIN003"	"13006"	NA
"4805"	"1636710542"	NA	"EDWARD"	NA	"ACUNA-001"	NA	"Non-Physician"	"010 Chiropractor"	"250 W 9TH ST"	NA	"Davenport"	"IA"	"countyb"	"52803"	"NEN001"	"25002"	NA
"4806"	"1738231852"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Blandinsville"	"IL"	"countya"	"61420"	"NEN001"	"13006"	NA
"4807"	"1941688023"	NA	"RANDOLPH"	NA	"ACEMAN"	NA	"Non-Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Minneapolis"	"MN"	"countya"	"55427"	"MIN003"	"13006"	NA
"4808"	"1220825179"	NA	"PRESTON"	NA	"ABEURISHAL"	NA	"Non-Physician"	"001 General Practice"	"250 W 9TH ST"	NA	"Chicago"	"IL"	"countya"	"60701"	"MIN003"	"13006"	NA
"4809"	"1310265568"	NA	"TRAISURE"	NA	"JOHNSON"	NA	"Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Hartford"	"CT"	"countya"	"06153"	"NEN001"	"13006"	NA
"4810"	"1597674596"	NA	"GEANA"	NA	"ABEURISHAL"	NA	"Physician"	"101 Pediatrics"	"250 W 9TH ST"	NA	"Galesburg"	"IL"	"countyb"	"61402"	"MIN003"	"15004"	NA
"4811"	"1714496535"	NA	"DARELL"	NA	"BLAKE"	NA	"Non-Physician"	"004 Geriatrics"	"250 W 9TH ST"	NA	"Vineyard Haven"	"MA"	"countya"	"02573"	"MIN003"	"13006"	NA
"4812"	"1550010196"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Non-Physician"	"002 Family Medicine"	"250 W 9TH ST"	NA	"Naruna"	"VA"	"countya"	"24576"	"NEN001"	"15004"	NA
"4813"	"1381560575"	NA	"TRAISURE"	NA	"JOHNSON"	NA	"Non-Physician"	"021 Medical Oncology & Surgical Oncology"	"250 W 9TH ST"	NA	"Edison"	"NE"	"countya"	"68936"	"MIN003"	"25002"	NA
"4814"	"1078202082"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Physician"	"061 Heart Transplant Program"	"250 W 9TH ST"	NA	"Henderson"	"NV"	"countyb"	"89011"	"NEN001"	"15004"	NA
"4815"	"1497480160"	NA	"TRAISURE"	NA	"JOHNSON"	NA	"Non-Physician"	"001 General Practice"	"250 W 9TH ST"	NA	"Lytle Creek"	"CA"	"countyb"	"92358"	"NEN001"	"15004"	NA
"4816"	"1801730941"	NA	"GEANA"	NA	"BLAKE"	NA	"Physician"	"Dental - Orthodontist"	"250 W 9TH ST"	NA	"Welda"	"KS"	"countyb"	"66091"	"MIN003"	"25002"	NA
"4817"	"1700409273"	NA	"EDWARD"	NA	"ADAMSON"	NA	"Non-Physician"	"043 Critical Care Services - Intensive Care Units (ICU)"	"250 W 9TH ST"	NA	"Levittown"	"NY"	"countya"	"11756"	"MIN003"	"13006"	NA
"4818"	"1794500582"	NA	"CALLIS"	NA	"ABEURISHAL"	NA	"Physician"	"017 Infectious Diseases"	"250 W 9TH ST"	NA	"Slaton"	"TX"	"countyb"	"79364"	"NEN001"	"13006"	NA
"4819"	"1008711465"	NA	"EDWARD"	NA	"JOHNSON"	NA	"Non-Physician"	"062 Heart/Lung Transplant Program"	"250 W 9TH ST"	NA	"Smithshire"	"IL"	"countyb"	"61478"	"MIN003"	"13006"	NA
"4820"	"1340806452"	NA	"RANDOLPH"	NA	"BLAKELY"	NA	"Physician"	"052 Psychiatric Hospital"	"250 W 9TH ST"	NA	"Emerald Isle"	"NC"	"countya"	"28594"	"NEN001"	"13006"	NA
"4821"	"1952798866"	NA	"RANDOLPH"	NA	"ABEURISHAL"	NA	"Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Renick"	"MO"	"countyb"	"65278"	"MIN003"	"13006"	NA
"4822"	"1368312804"	NA	"EDWARD"	NA	"BLAKELY"	NA	"Non-Physician"	"010 Chiropractor"	"250 W 9TH ST"	NA	"Apalachin"	"NY"	"countyb"	"13732"	"MIN003"	"25002"	NA
"4823"	"1726703297"	NA	"GEANA"	NA	"ABEURISHAL"	NA	"Non-Physician"	"020 Neurological Surgery"	"250 W 9TH ST"	NA	"Canmer"	"KY"	"countya"	"42722"	"MIN003"	"15004"	NA
"4824"	"1057904993"	NA	"GEANA"	NA	"BLAKELY"	NA	"Physician"	"046 Skilled Nursing Facilities"	"250 W 9TH ST"	NA	"Batesland"	"SD"	"countyb"	"57716"	"MIN003"	"13006"	NA
"4825"	"1134041529"	NA	"GREG"	NA	"BLAKELY"	NA	"Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Fredonia"	"TX"	"countya"	"76842"	"NEN001"	"15004"	NA
"4826"	"1292422513"	NA	"GREG"	NA	"BLAKE"	NA	"Non-Physician"	"048 Mammography"	"250 W 9TH ST"	NA	"Pavilion"	"NY"	"countya"	"14525"	"NEN001"	"13006"	NA
"4827"	"1338780408"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Physician"	"034 Vascular Surgery"	"250 W 9TH ST"	NA	"Bellaire"	"MI"	"countyb"	"49615"	"NEN001"	"15004"	NA
"4828"	"1034990938"	NA	"EDWARD"	NA	"ADAMSON"	NA	"Non-Physician"	"017 Infectious Diseases"	"250 W 9TH ST"	NA	"Brooklyn"	"WI"	"countya"	"53521"	"NEN001"	"15004"	NA
"4829"	"1017543432"	NA	"CALLIS"	NA	"BLAKE"	NA	"Physician"	"014 Gastroenterology"	"250 W 9TH ST"	NA	"Germantown"	"KY"	"countya"	"41044"	"MIN003"	"15004"	NA
"4830"	"1135026652"	NA	"DARELL"	NA	"JOHNSON"	NA	"Non-Physician"	"027 Plastic Surgery"	"250 W 9TH ST"	NA	"Reyno"	"AR"	"countya"	"72462"	"MIN003"	"13006"	NA
"4831"	"1305936816"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Physician"	"019 Neurology"	"250 W 9TH ST"	NA	"Wagoner"	"OK"	"countya"	"74477"	"MIN003"	"25002"	NA
"4832"	"1097882858"	NA	"TRAISURE"	NA	"ACEMAN"	NA	"Non-Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Barre"	"VT"	"countyb"	"05641"	"NEN001"	"25002"	NA
"4833"	"1034356308"	NA	"GEANA"	NA	"BLAKE"	NA	"Non-Physician"	"008 Cardiovascular Disease"	"250 W 9TH ST"	NA	"North Star"	"MI"	"countya"	"48862"	"MIN003"	"13006"	NA
"4834"	"1752957605"	NA	"GEANA"	NA	"ABEURISHAL"	NA	"Physician"	"065 Liver Transplant Program"	"250 W 9TH ST"	NA	"Sacramento"	"CA"	"countya"	"94259"	"MIN003"	"15004"	NA
"4835"	"1531992149"	NA	"PRESTON"	NA	"ACEMAN"	NA	"Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"Dallas"	"TX"	"countyb"	"75201"	"NEN001"	"25002"	NA
"4836"	"1728487570"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Physician"	"061 Heart Transplant Program"	"250 W 9TH ST"	NA	"Spring Arbor"	"MI"	"countyb"	"49283"	"NEN001"	"13006"	NA
"4837"	"1175294726"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Physician"	"030 Pulmonary Disease"	"250 W 9TH ST"	NA	"Buena Park"	"CA"	"countyb"	"90621"	"NEN001"	"25002"	NA
"4838"	"1464860283"	NA	"GEANA"	NA	"ADAMSON"	NA	"Non-Physician"	"035 Cardiothoracic Surgery"	"250 W 9TH ST"	NA	"Rancho Cordova"	"CA"	"countya"	"95742"	"MIN003"	"25002"	NA
"4839"	"1663492362"	NA	"TRAISURE"	NA	"ADAMSON"	NA	"Physician"	"048 Mammography"	"250 W 9TH ST"	NA	"Eola"	"TX"	"countyb"	"76937"	"NEN001"	"13006"	NA
"4840"	"1890557908"	NA	"TRAISURE"	NA	"BLAKELY"	NA	"Physician"	"022 Radiation Oncology"	"250 W 9TH ST"	NA	"Center Barnstead"	"NH"	"countya"	"03225"	"NEN001"	"13006"	NA
"4841"	"1161416494"	NA	"TERALIN"	NA	"ACEMAN"	NA	"Physician"	"025 Orthopedic Surgery"	"250 W 9TH ST"	NA	"White Mountain"	"AK"	"countyb"	"99784"	"NEN001"	"25002"	NA
"4842"	"1882324427"	NA	"CALLIS"	NA	"BLAKE"	NA	"Non-Physician"	"028 Podiatrist"	"250 W 9TH ST"	NA	"Lewis"	"NY"	"countya"	"12950"	"MIN003"	"25002"	NA
"4843"	"1522762680"	NA	"RANDOLPH"	NA	"ADAMSON"	NA	"Physician"	"062 Heart/Lung Transplant Program"	"250 W 9TH ST"	NA	"Haworth"	"OK"	"countyb"	"74740"	"MIN003"	"25002"	NA
"4844"	"1923871217"	NA	"EDWARD"	NA	"ACUNA-001"	NA	"Non-Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Simpsonville"	"SC"	"countya"	"29680"	"MIN003"	"15004"	NA
"4845"	"1766185159"	NA	"TRAISURE"	NA	"ADAMSON"	NA	"Physician"	"044 Outpatient Dialysis"	"250 W 9TH ST"	NA	"Goshen"	"AL"	"countyb"	"36035"	"MIN003"	"25002"	NA
"4846"	"1998404000"	NA	"EDWARD"	NA	"BLAKELY"	NA	"Non-Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"Lake Charles"	"LA"	"countyb"	"70601"	"MIN003"	"13006"	NA
"4847"	"1796666506"	NA	"GEANA"	NA	"ACUNA-001"	NA	"Physician"	"021 Medical Oncology & Surgical Oncology"	"250 W 9TH ST"	NA	"Memphis"	"TN"	"countya"	"38148"	"NEN001"	"25002"	NA
"4848"	"1408394216"	NA	"GREG"	NA	"JOHNSON"	NA	"Physician"	"Dental - Endodontist"	"250 W 9TH ST"	NA	"Milligan College"	"TN"	"countyb"	"37682"	"NEN001"	"13006"	NA
"4849"	"1202126401"	NA	"TRAISURE"	NA	"BLAKE"	NA	"Physician"	"051 Speech Therapy"	"250 W 9TH ST"	NA	"New Laguna"	"NM"	"countya"	"87038"	"MIN003"	"13006"	NA
"4850"	"1264872664"	NA	"DARELL"	NA	"ADAMSON"	NA	"Non-Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Gosport"	"IN"	"countya"	"47433"	"MIN003"	"25002"	NA
"4851"	"1903184741"	NA	"RANDOLPH"	NA	"ADAMSON"	NA	"Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Saint Petersburg"	"FL"	"countya"	"33747"	"MIN003"	"25002"	NA
"4852"	"1156320638"	NA	"RANDOLPH"	NA	"OBLAICH"	NA	"Non-Physician"	"046 Skilled Nursing Facilities"	"250 W 9TH ST"	NA	"Dallas"	"TX"	"countya"	"75364"	"NEN001"	"15004"	NA
"4853"	"1245601229"	NA	"GEANA"	NA	"BLAKE"	NA	"Non-Physician"	"020 Neurological Surgery"	"250 W 9TH ST"	NA	"Capels"	"WV"	"countyb"	"24820"	"MIN003"	"25002"	NA
"4854"	"1688826192"	NA	"DARELL"	NA	"BLAKELY"	NA	"Physician"	"007 Allergy and Immunology"	"250 W 9TH ST"	NA	"Koshkonong"	"MO"	"countya"	"65692"	"MIN003"	"13006"	NA
"4855"	"1336791056"	NA	"GEANA"	NA	"ACUNA-001"	NA	"Physician"	"061 Heart Transplant Program"	"250 W 9TH ST"	NA	"Bay"	"AR"	"countya"	"72411"	"NEN001"	"25002"	NA
"4856"	"1599901748"	NA	"GEANA"	NA	"JOHNSON"	NA	"Non-Physician"	"026 Physical Medicine & Rehabilitation"	"250 W 9TH ST"	NA	"Stanford"	"CA"	"countyb"	"94305"	"MIN003"	"25002"	NA
"4857"	"1541476339"	NA	"PRESTON"	NA	"ACEMAN"	NA	"Physician"	"061 Heart Transplant Program"	"250 W 9TH ST"	NA	"Clarksville"	"IA"	"countya"	"50619"	"NEN001"	"13006"	NA
"4858"	"1197855230"	NA	"EDWARD"	NA	"BLAKELY"	NA	"Non-Physician"	"051 Speech Therapy"	"250 W 9TH ST"	NA	"Argyle"	"NY"	"countyb"	"12809"	"NEN001"	"25002"	NA
"4859"	"1871999259"	NA	"TRAISURE"	NA	"BLAKELY"	NA	"Non-Physician"	"Dental - Periodontist"	"250 W 9TH ST"	NA	"Lexington"	"OR"	"countyb"	"97839"	"NEN001"	"15004"	NA
"4860"	"1443935855"	NA	"TERALIN"	NA	"ABEURISHAL"	NA	"Non-Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"Odessa"	"NY"	"countya"	"14869"	"NEN001"	"13006"	NA
"4861"	"1779358151"	NA	"GEANA"	NA	"ACEMAN"	NA	"Physician"	"022 Radiation Oncology"	"250 W 9TH ST"	NA	"Rossville"	"GA"	"countyb"	"30741"	"MIN003"	"13006"	NA
"4862"	"1973765547"	NA	"TRAISURE"	NA	"BLAKELY"	NA	"Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"Baytown"	"TX"	"countyb"	"77521"	"MIN003"	"25002"	NA
"4863"	"1319335584"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Non-Physician"	"061 Heart Transplant Program"	"250 W 9TH ST"	NA	"Selawik"	"AK"	"countya"	"99770"	"NEN001"	"13006"	NA
"4864"	"1126569623"	NA	"GREG"	NA	"ACEMAN"	NA	"Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Harpers Ferry"	"WV"	"countyb"	"25425"	"MIN003"	"25002"	NA
"4865"	"1029346274"	NA	"CALLIS"	NA	"JOHNSON"	NA	"Physician"	"051 Speech Therapy"	"250 W 9TH ST"	NA	"McIntosh"	"FL"	"countyb"	"32664"	"NEN001"	"13006"	NA
"4866"	"1506312146"	NA	"RANDOLPH"	NA	"ACUNA-001"	NA	"Physician"	"Dental - Endodontist"	"250 W 9TH ST"	NA	"Greenville Junction"	"ME"	"countya"	"04442"	"NEN001"	"15004"	NA
"4867"	"1862812101"	NA	"GREG"	NA	"OBLAICH"	NA	"Physician"	"021 Medical Oncology & Surgical Oncology"	"250 W 9TH ST"	NA	"Oak Grove"	"KY"	"countyb"	"42262"	"NEN001"	"25002"	NA
"4868"	"1951426110"	NA	"EDWARD"	NA	"ABEURISHAL"	NA	"Physician"	"Dental - General"	"250 W 9TH ST"	NA	"Lambrook"	"AR"	"countyb"	"72353"	"MIN003"	"13006"	NA
"4869"	"1066342252"	NA	"RANDOLPH"	NA	"ABEURISHAL"	NA	"Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Fields Landing"	"CA"	"countyb"	"95537"	"MIN003"	"15004"	NA
"4870"	"1288081551"	NA	"CALLIS"	NA	"JOHNSON"	NA	"Non-Physician"	"040 General Acute Care Hospital"	"250 W 9TH ST"	NA	"Irwin"	"PA"	"countya"	"15642"	"NEN001"	"25002"	NA
"4871"	"1271463421"	NA	"EDWARD"	NA	"OBLAICH"	NA	"Non-Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"Atlanta"	"GA"	"countyb"	"30323"	"MIN003"	"13006"	NA
"4872"	"1951291395"	NA	"GREG"	NA	"ABEURISHAL"	NA	"Physician"	"016 Gynecology (OB/GYN)"	"250 W 9TH ST"	NA	"Portland"	"OR"	"countyb"	"97281"	"NEN001"	"25002"	NA
"4873"	"1568369636"	NA	"EDWARD"	NA	"ADAMSON"	NA	"Non-Physician"	"010 Chiropractor"	"250 W 9TH ST"	NA	"Pacoima"	"CA"	"countya"	"91333"	"NEN001"	"15004"	NA
"4874"	"1870279325"	NA	"TERALIN"	NA	"ABEURISHAL"	NA	"Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Beecher"	"IL"	"countyb"	"60401"	"MIN003"	"13006"	NA
"4875"	"1371246210"	NA	"PRESTON"	NA	"BLAKE"	NA	"Physician"	"026 Physical Medicine & Rehabilitation"	"250 W 9TH ST"	NA	"Hobe Sound"	"FL"	"countyb"	"33475"	"MIN003"	"15004"	NA
"4876"	"1210105199"	NA	"TRAISURE"	NA	"ACEMAN"	NA	"Non-Physician"	"Pharmacy"	"250 W 9TH ST"	NA	"Fountain Hill"	"AR"	"countyb"	"71642"	"MIN003"	"25002"	NA
"4877"	"1810125145"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Non-Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"West Burlington"	"NY"	"countyb"	"13482"	"MIN003"	"15004"	NA
"4878"	"1228507302"	NA	"EDWARD"	NA	"JOHNSON"	NA	"Non-Physician"	"004 Geriatrics"	"250 W 9TH ST"	NA	"Proctor"	"OK"	"countya"	"74457"	"NEN001"	"13006"	NA
"4879"	"1090564399"	NA	"DARELL"	NA	"OBLAICH"	NA	"Physician"	"007 Allergy and Immunology"	"250 W 9TH ST"	NA	"Mountainville"	"NY"	"countyb"	"10953"	"MIN003"	"25002"	NA
"4880"	"1915360474"	NA	"GREG"	NA	"ACEMAN"	NA	"Physician"	"Dental - Orthodontist"	"250 W 9TH ST"	NA	"Staunton"	"IN"	"countya"	"47881"	"NEN001"	"25002"	NA
"4881"	"1093013596"	NA	"GEANA"	NA	"ACUNA-001"	NA	"Physician"	"005 Primary Care – Physician Assistant"	"250 W 9TH ST"	NA	"Naples"	"FL"	"countya"	"34108"	"NEN001"	"15004"	NA
